target_rxn_IDs	target_rxn_name	flux	Rid	met_id	met_name	met_Scoef	met_comp	react_id	react_name	react_rev	lowbnd	uppbnd	react_id	gpr	rxn	name	ec	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	blast.status	pathway.status	complex	exception	complex.status	gs.origin	annotation	MNX_ID	seedID	keggID	biggID	biocycID	ID	Name	Prediction	Completeness	VagueReactions	KeyReactions	KeyReactionsFound	ReactionsFound
rxn00078_c0	ATP:NADH 2'-phosphotransferase	0.00122947150849805	rxn00078_Shan	"cpd00002[c0],cpd00004[c0],cpd00005[c0],cpd00008[c0],cpd00067[c0]"	"ATP[c0],NADH[c0],NADPH[c0],ADP[c0],H+[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn00078	ATP:NADH 2'-phosphotransferase	FALSE	0	1000	rxn00078_c0	STY1_bin_1_NODE_13_length_102798_cov_19.4395_22308:21481 | STY2_bin_2_NODE_224_length_21674_cov_29.7844_1914:2741 | STY3_bin_1_NODE_149_length_24339_cov_134.566_22338:21511 | STY4_bin_1_NODE_9_length_100063_cov_443.882_77344:78171	NADH-KINASE-RXN	NADH kinase	2.7.1.86	UniRef50_A0A0T5ZUI9	39.331	9.94e-48	169	81	STY1_bin_1_NODE_13_length_102798_cov_19.4395	22182	21487	|PWY-5083|	good_blast	threshold	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.7.1.86;http://identifiers.org/seed.reaction:rxn00078;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00078;http://identifiers.org/kegg.reaction:R00105;http://identifiers.org/biocyc:META:NADH-KINASE-RXN;http://identifiers.org/metanetx.reaction:MNXR106390	MNXR106390	rxn00078	R00105	NA	NADH-KINASE-RXN	|PWY-5083|	NAD/NADH phosphorylation and dephosphorylation	true	87	1	0	0	PYRNUTRANSHYDROGEN-RXN PYRNUTRANSHYDROGEN-RXN PYRNUTRANSHYDROGEN-RXN NAD-KIN-RXN NADH-DEHYDROG-A-RXN NADH-KINASE-RXN
rxn00097_c0	ATP:AMP phosphotransferase	0.705291856276517	rxn00097_Shan	"cpd00002[c0],cpd00018[c0],cpd00067[c0],cpd00008[c0]"	"ATP[c0],AMP[c0],H+[c0],ADP[c0]"	"-1,-1,-1,2"	"1,1,1,1"	rxn00097	ATP:AMP phosphotransferase	TRUE	-1000	1000	rxn00097_c0	STY1_bin_1_NODE_86_length_37705_cov_21.3577_2915:3532 | STY2_bin_2_NODE_48_length_46342_cov_37.1086_5529:6146 | STY3_bin_1_NODE_78_length_35660_cov_136.564_33383:32766 | STY4_bin_1_NODE_11_length_92275_cov_574.104_21561:22178	ADENYL-KIN-RXN	AMP kinase	2.7.4.3	UniRef90_A0L8G8	47.619	1.32e-61	205	98	STY3_bin_1_NODE_78_length_35660_cov_136.564	33383	32766	|PWY-7219|	good_blast	full	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.7.4.3;http://identifiers.org/seed.reaction:rxn00097;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00097;http://identifiers.org/kegg.reaction:R00127;http://identifiers.org/bigg.reaction:ADK1;http://identifiers.org/bigg.reaction:ADK1m;http://identifiers.org/bigg.reaction:ATAMh;http://identifiers.org/biocyc:META:ADENYL-KIN-RXN;http://identifiers.org/metanetx.reaction:MNXR95450	MNXR95450	rxn00097	R00127	ADK1;ADK1m;ATAMh	ADENYL-KIN-RXN	|PWY-7219|	adenosine ribonucleotides de novo biosynthesis	true	100	0	0	0	ADENYLOSUCCINATE-SYNTHASE-RXN AMPSYN-RXN ADENYL-KIN-RXN
rxn00100_c0	ATP:dephospho-CoA 3'-phosphotransferase	0.0024589430170181	rxn00100_Shan	"cpd00002[c0],cpd00655[c0],cpd00008[c0],cpd00010[c0],cpd00067[c0]"	"ATP[c0],Dephospho-CoA[c0],ADP[c0],CoA[c0],H+[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn00100	ATP:dephospho-CoA 3'-phosphotransferase	FALSE	0	1000	rxn00100_c0	STY1_bin_1_NODE_301_length_18113_cov_19.4689_7320:6721 | STY2_bin_2_NODE_318_length_18051_cov_29.4193_7257:6658 | STY3_bin_1_NODE_243_length_18121_cov_129.63_10787:11386 | STY4_bin_1_NODE_425_length_18158_cov_452.395_7335:6736	DEPHOSPHOCOAKIN-RXN	dephospho-CoA kinase	2.7.1.24	UniRef90_P63829	40.5	1.82e-40	144	96	STY2_bin_2_NODE_318_length_18051_cov_29.4193	7257	6658	|COA-PWY|	good_blast	full	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.7.1.24;http://identifiers.org/seed.reaction:rxn00100;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00100;http://identifiers.org/kegg.reaction:R00130;http://identifiers.org/bigg.reaction:DPCOAK;http://identifiers.org/bigg.reaction:DPCOAKm;http://identifiers.org/biocyc:META:DEPHOSPHOCOAKIN-RXN;http://identifiers.org/metanetx.reaction:MNXR97762	MNXR97762	rxn00100	R00130	DPCOAK;DPCOAKm	DEPHOSPHOCOAKIN-RXN	|COA-PWY|	coenzyme A biosynthesis I (prokaryotic)	true	100	0	1	1	PANTEPADENYLYLTRAN-RXN DEPHOSPHOCOAKIN-RXN P-PANTOCYSDECARB-RXN P-PANTOCYSLIG-RXN
rxn00114_c0	ATP:carbamate phosphotransferase	0.184948388940143	rxn00114_Shan	"cpd00002[c0],cpd00011[c0],cpd00013[c0],cpd00008[c0],cpd00067[c0],cpd00146[c0]"	"ATP[c0],CO2[c0],NH3[c0],ADP[c0],H+[c0],Carbamoylphosphate[c0]"	"-1,-1,-1,1,2,1"	"1,1,1,1,1,1"	rxn00114	ATP:carbamate phosphotransferase	TRUE	-1000	1000	rxn00114_c0		rxn00114	Carbamate kinase	2.7.2.2	UniRef90_P63555	22.5	0.065	33.1	74	STY4_bin_1_NODE_277_length_23739_cov_490.005	1419	2000	seed.pwy648	bad_blast	threshold	NA	0	NA	9	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.7.2.2;http://identifiers.org/seed.reaction:rxn00114;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00114;http://identifiers.org/kegg.reaction:R00150;http://identifiers.org/bigg.reaction:CBMKr;http://identifiers.org/biocyc:META:CARBAMATE-KINASE-RXN;http://identifiers.org/metanetx.reaction:MNXR96482	MNXR96482	rxn00114	R00150	CBMKr	CARBAMATE-KINASE-RXN	seed.pwy648	MLST	true	85	0	0	0	rxn00178 rxn00615 rxn00239 rxn00173 rxn01740 rxn00747
rxn00117_c0	ATP:UDP phosphotransferase	0.124177900363748	rxn00117_Shan	"cpd00002[c0],cpd00014[c0],cpd00008[c0],cpd00062[c0]"	"ATP[c0],UDP[c0],ADP[c0],UTP[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn00117	ATP:UDP phosphotransferase	TRUE	-1000	1000	rxn00117_c0	STY1_bin_1_NODE_437_length_14901_cov_19.1353_12078:11656 | STY2_bin_2_NODE_2368_length_7318_cov_29.0924_4496:4074 | STY3_bin_1_NODE_2186_length_7105_cov_124.182_4343:3921 | STY4_bin_1_NODE_599_length_15021_cov_444.136_12309:11887	GDPKIN-RXN	GDP kinase	2.7.4.6	UniRef90_A1K3Y5	65.248	1.77e-60	199	100	STY4_bin_1_NODE_599_length_15021_cov_444.136	12309	11887	|PPGPPMET-PWY|	good_blast	threshold	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.7.4.6;http://identifiers.org/seed.reaction:rxn00117;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00117;http://identifiers.org/kegg.reaction:R00156;http://identifiers.org/bigg.reaction:NDPK2;http://identifiers.org/bigg.reaction:NDPK2m;http://identifiers.org/bigg.reaction:NDPK2n;http://identifiers.org/biocyc:META:UDPKIN-RXN;http://identifiers.org/metanetx.reaction:MNXR101935	MNXR101935	rxn00117	R00156	NDPK2;NDPK2m;NDPK2n	UDPKIN-RXN	|PPGPPMET-PWY|	ppGpp metabolism	true	83	0	0	0	PPGPPSYN-RXN GTPPYPHOSKIN-RXN GDPPYPHOSKIN-RXN RXN0-6427 GDPKIN-RXN
rxn00119_c0	ATP:UMP phosphotransferase	0.106075308557365	rxn00119_Shan	"cpd00002[c0],cpd00067[c0],cpd00091[c0],cpd00008[c0],cpd00014[c0]"	"ATP[c0],H+[c0],UMP[c0],ADP[c0],UDP[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn00119	ATP:UMP phosphotransferase	TRUE	-1000	1000	rxn00119_c0	STY1_bin_1_NODE_1807_length_8080_cov_24.0202_5124:4561 | STY1_bin_1_NODE_21_length_76331_cov_22.1833_65161:65877 | STY2_bin_2_NODE_216_length_22236_cov_36.4843_2888:3451 | STY2_bin_2_NODE_57_length_44299_cov_31.9822_9512:8796 | STY3_bin_1_NODE_186_length_21122_cov_140.601_2909:3472 | STY3_bin_1_NODE_603_length_11564_cov_132.856_10384:9668 | STY4_bin_1_NODE_2479_length_8160_cov_515.609_5271:4708 | STY4_bin_1_NODE_59_length_49303_cov_463.386_38969:39685	RXN-12002	UMP kinase	2.7.4.22	UniRef90_A1WHU4	57.5	1.26e-85	275	99	STY3_bin_1_NODE_603_length_11564_cov_132.856	10384	9668	|PWY-7176|	good_blast	full	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.7.4.22;http://identifiers.org/seed.reaction:rxn00119;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00119;http://identifiers.org/kegg.reaction:R00158;http://identifiers.org/bigg.reaction:UMPK;http://identifiers.org/bigg.reaction:UMPKm;http://identifiers.org/bigg.reaction:UMPKn;http://identifiers.org/biocyc:META:RXN-12002;http://identifiers.org/metanetx.reaction:MNXR105118	MNXR105118	rxn00119	R00158	UMPK;UMPKm;UMPKn	RXN-12002	|PWY-7176|	UTP and CTP de novo biosynthesis	true	100	0	0	0	RXN-12002 RXN-12002 UDPKIN-RXN CTPSYN-RXN
rxn00122_c0	ATP:FMN adenylyltransferase	0.00122947150850905	rxn00122_Shan	"cpd00002[c0],cpd00050[c0],cpd00012[c0],cpd00015[c0]"	"ATP[c0],FMN[c0],PPi[c0],FAD[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn00122	ATP:FMN adenylyltransferase	TRUE	-1000	1000	rxn00122_c0	STY1_bin_1_NODE_110_length_32792_cov_19.5829_22891:23409 | STY2_bin_2_NODE_14_length_71405_cov_33.0306_9855:9337 | STY3_bin_1_NODE_165_length_22735_cov_132.363_12834:13352 | STY4_bin_1_NODE_2_length_187527_cov_473.197_10010:9492	FADSYN-RXN	FAD synthetase	2.7.7.2	UniRef90_A4IT50	36.782	2.16e-25	100	92	STY4_bin_1_NODE_2_length_187527_cov_473.197	10010	9492	|PWY-6167|	good_blast	NA	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.7.7.2;http://identifiers.org/seed.reaction:rxn00122;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00122;http://identifiers.org/kegg.reaction:R00161;http://identifiers.org/bigg.reaction:AFAT;http://identifiers.org/bigg.reaction:FMNAT;http://identifiers.org/bigg.reaction:FMNATm;http://identifiers.org/biocyc:META:FADSYN-RXN;http://identifiers.org/metanetx.reaction:MNXR95501	MNXR95501	rxn00122	R00161	AFAT;FMNAT;FMNATm	FADSYN-RXN	|PWY-6167|	flavin biosynthesis II (archaea)	false	60	0	0	0	RXN-10058 RXN-10055 LUMAZINESYN-RXN RIBOFLAVIN-SYN-RXN FADSYN-RXN DIOHBUTANONEPSYN-RXN
rxn00124_c0	ATP:pyridoxal 5'-phosphotransferase	1.7539572225167e-14	rxn00124_Shan	"cpd00002[c0],cpd00215[c0],cpd00008[c0],cpd00016[c0],cpd00067[c0]"	"ATP[c0],Pyridoxal[c0],ADP[c0],Pyridoxal phosphate[c0],H+[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn00124	ATP:pyridoxal 5'-phosphotransferase	FALSE	0	1000	rxn00124_c0	STY1_bin_1_NODE_417_length_15290_cov_18.8823_8875:8132 | STY2_bin_2_NODE_563_length_13518_cov_26.863_6529:7272 | STY3_bin_1_NODE_790_length_10412_cov_128.457_4055:3312 | STY4_bin_1_NODE_219_length_27005_cov_468.835_19713:18970	PNKIN-RXN	pyridoxal kinase	2.7.1.35	UniRef90_P39610	38.767	3.96e-36	134	84	STY2_bin_2_NODE_563_length_13518_cov_26.863	6532	7203	|PLPSAL-PWY|	good_blast	full	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.7.1.35;http://identifiers.org/seed.reaction:rxn00124;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00124;http://identifiers.org/kegg.reaction:R00174;http://identifiers.org/bigg.reaction:PYDXK;http://identifiers.org/biocyc:META:PYRIDOXKIN-RXN;http://identifiers.org/metanetx.reaction:MNXR103361	MNXR103361	rxn00124	R00174	PYDXK	PYRIDOXKIN-RXN	|PLPSAL-PWY|	pyridoxal 5'-phosphate salvage I	true	100	0	0	0	PNKIN-RXN PYRAMKIN-RXN PNPOXI-RXN PMPOXI-RXN PYRIDOXKIN-RXN
rxn00126_c0	ATP:L-methionine S-adenosyltransferase	0.003688414525494	rxn00126_Shan	"cpd00001[c0],cpd00002[c0],cpd00060[c0],cpd00009[c0],cpd00012[c0],cpd00017[c0],cpd00067[c0]"	"H2O[c0],ATP[c0],L-Methionine[c0],Phosphate[c0],PPi[c0],S-Adenosyl-L-methionine[c0],H+[c0]"	"-1,-1,-1,1,1,1,1"	"1,1,1,1,1,1,1"	rxn00126	ATP:L-methionine S-adenosyltransferase	FALSE	0	1000	rxn00126_c0	STY1_bin_1_NODE_23_length_75396_cov_17.9961_18248:19414 | STY2_bin_2_NODE_3_length_112532_cov_30.2027_95564:94398 | STY3_bin_1_NODE_19_length_68758_cov_129.502_52241:51075 | STY4_bin_1_NODE_5_length_111668_cov_444.387_16937:18103	S-ADENMETSYN-RXN	methionine adenosyltransferase	2.5.1.6	UniRef90_A1SZJ9	61.026	8.07e-158	489	99	STY2_bin_2_NODE_3_length_112532_cov_30.2027	95564	94398	|ETHYL-PWY|	good_blast	NA	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.5.1.6;http://identifiers.org/seed.reaction:rxn00126;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00126;http://identifiers.org/kegg.reaction:R00177;http://identifiers.org/bigg.reaction:MATm;http://identifiers.org/bigg.reaction:METAT;http://identifiers.org/biocyc:META:S-ADENMETSYN-RXN;http://identifiers.org/metanetx.reaction:MNXR101407	MNXR101407	rxn00126	R00177	MATm;METAT	S-ADENMETSYN-RXN	|ETHYL-PWY|	ethene biosynthesis I (plants)	false	66	0	0	0	S-ADENMETSYN-RXN 4.4.1.14-RXN
rxn00134_c0	ATP:adenosine 5'-phosphotransferase	0.002458943016996	rxn00134_Shan	"cpd00002[c0],cpd00182[c0],cpd00008[c0],cpd00018[c0],cpd00067[c0]"	"ATP[c0],Adenosine[c0],ADP[c0],AMP[c0],H+[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn00134	ATP:adenosine 5'-phosphotransferase	FALSE	0	1000	rxn00134_c0	STY1_bin_1_NODE_1807_length_8080_cov_24.0202_5130:4621 | STY2_bin_2_NODE_216_length_22236_cov_36.4843_2882:3391 | STY3_bin_1_NODE_186_length_21122_cov_140.601_2903:3412 | STY4_bin_1_NODE_2479_length_8160_cov_515.609_5277:4768	ADENOSINE-KINASE-RXN	adenosine kinase	2.7.1.20	sp|P37529|DCK_BACSU	32.778	1.48e-26	105	81	STY3_bin_1_NODE_186_length_21122_cov_140.601	2903	3412	|PWY-6619|	good_blast	full	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.7.1.20;http://identifiers.org/seed.reaction:rxn00134;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00134;http://identifiers.org/kegg.reaction:R00185;http://identifiers.org/bigg.reaction:ADNK1;http://identifiers.org/bigg.reaction:ADNK1m;http://identifiers.org/bigg.reaction:ADNK1n;http://identifiers.org/biocyc:META:ADENOSINE-KINASE-RXN;http://identifiers.org/metanetx.reaction:MNXR95456	MNXR95456	rxn00134	R00185	ADNK1;ADNK1m;ADNK1n	ADENOSINE-KINASE-RXN	|PWY-6619|	adenine and adenosine salvage VI	true	100	0	0	0	ADENOSINE-KINASE-RXN
