target_rxn_IDs	target_rxn_name	flux	Rid	met_id	met_name	met_Scoef	met_comp	react_id	react_name	react_rev	lowbnd	uppbnd	react_id	gpr	rxn	name	ec	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	blast.status	pathway.status	complex	exception	complex.status	gs.origin	annotation	MNX_ID	seedID	keggID	biggID	biocycID	ID	Name	Prediction	Completeness	VagueReactions	KeyReactions	KeyReactionsFound	ReactionsFound
rxn00001_c0	diphosphate phosphohydrolase	1.07938550362623	rxn00001_Shan	"cpd00001[c0],cpd00012[c0],cpd00009[c0],cpd00067[c0]"	"H2O[c0],PPi[c0],Phosphate[c0],H+[c0]"	"-1,-1,2,1"	"1,1,1,1"	rxn00001	diphosphate phosphohydrolase	FALSE	0	1000	rxn00001_c0	STY1_bin_1_NODE_33_length_65705_cov_20.7475_12946:13686 | STY2_bin_2_NODE_14_length_71405_cov_33.0306_57524:58264 | STY3_bin_1_NODE_294_length_16341_cov_133.393_4422:3682 | STY4_bin_1_NODE_2_length_187527_cov_473.197_60107:60847	INORGPYROPHOSPHAT-RXN	diphosphate phosphatase	3.6.1.1	UniRef90_Q9X015	31.984	1.22e-31	121	91	STY2_bin_2_NODE_14_length_71405_cov_33.0306	57524	58264	|PWY-7805|	good_blast	NA	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:3.6.1.1;http://identifiers.org/seed.reaction:rxn00001;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00001;http://identifiers.org/kegg.reaction:R00004;http://identifiers.org/bigg.reaction:IDPh;http://identifiers.org/bigg.reaction:IDPm;http://identifiers.org/bigg.reaction:PPA;http://identifiers.org/bigg.reaction:PPA_1;http://identifiers.org/bigg.reaction:PPA_1pp;http://identifiers.org/bigg.reaction:PPAer;http://identifiers.org/bigg.reaction:PPAm;http://identifiers.org/bigg.reaction:PPAn;http://identifiers.org/bigg.reaction:r0009;http://identifiers.org/biocyc:META:INORGPYROPHOSPHAT-RXN;http://identifiers.org/metanetx.reaction:MNXR100808	MNXR100808	rxn00001	R00004	IDPh;IDPm;PPA;PPA_1;PPA_1pp;PPAer;PPAm;PPAn;r0009	INORGPYROPHOSPHAT-RXN	|PWY-7805|	(aminomethyl)phosphonate degradation	false	12	0	0	0	INORGPYROPHOSPHAT-RXN
rxn00029_c0	5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing; porphobilinogen-forming)	0.00983577206798401	rxn00029_Shan	"cpd00338[c0],cpd00001[c0],cpd00067[c0],cpd00689[c0]"	"5-Aminolevulinate[c0],H2O[c0],H+[c0],Porphobilinogen[c0]"	"-2,2,1,1"	"1,1,1,1"	rxn00029	5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing; porphobilinogen-forming)	FALSE	0	1000	rxn00029_c0	STY1_bin_1_NODE_86_length_37705_cov_21.3577_4255:5181 | STY2_bin_2_NODE_48_length_46342_cov_37.1086_6869:7795 | STY3_bin_1_NODE_78_length_35660_cov_136.564_32043:31117 | STY4_bin_1_NODE_11_length_92275_cov_574.104_22901:23827	PORPHOBILSYNTH-RXN	porphobilinogen synthase	4.2.1.24	UniRef90_O67876	50.485	9.2e-97	311	92	STY3_bin_1_NODE_78_length_35660_cov_136.564	32043	31117	|PWY-5188|	good_blast	NA	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:4.2.1.24;http://identifiers.org/seed.reaction:rxn00029;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00029;http://identifiers.org/kegg.reaction:R00036;http://identifiers.org/bigg.reaction:PPBNGS;http://identifiers.org/bigg.reaction:PPBNGS_1;http://identifiers.org/biocyc:META:PORPHOBILSYNTH-RXN;http://identifiers.org/metanetx.reaction:MNXR103095	MNXR103095	rxn00029	R00036	PPBNGS;PPBNGS_1	PORPHOBILSYNTH-RXN	|PWY-5188|	tetrapyrrole biosynthesis I (from glutamate)	false	66	0	0	0	OHMETHYLBILANESYN-RXN PORPHOBILSYNTH-RXN GSAAMINOTRANS-RXN GLURS-RXN
rxn00048_c0	6,7-Dimethyl-8-(1-D-ribityl)lumazine:6,7-dimethyl-8-(1-D-ribityl)lumazine 2,3-butanediyltransferase	0.0024589430170181	rxn00048_Shan	"cpd00067[c0],cpd02656[c0],cpd00220[c0],cpd02882[c0]"	"H+[c0],6-7-Dimethyl-8--1-D-ribityllumazine[c0],Riboflavin[c0],4--1-D-Ribitylamino-5-aminouracil[c0]"	"-1,-2,1,1"	"1,1,1,1"	rxn00048	6,7-Dimethyl-8-(1-D-ribityl)lumazine:6,7-dimethyl-8-(1-D-ribityl)lumazine 2,3-butanediyltransferase	FALSE	0	1000	rxn00048_c0	STY1_bin_1_NODE_151_length_27786_cov_23.0304_22010:21423 | STY2_bin_2_NODE_103_length_34354_cov_43.935_29223:28636 | STY3_bin_1_NODE_1178_length_9034_cov_152.438_3437:2850 | STY4_bin_1_NODE_110_length_35820_cov_574.256_29723:29139	RIBOFLAVIN-SYN-RXN	riboflavin synthase	2.5.1.9	UniRef90_O67604	33.673	2.6e-34	127	90	STY4_bin_1_NODE_110_length_35820_cov_574.256	29723	29139	|PWY-6167|	good_blast	NA	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.5.1.9;http://identifiers.org/seed.reaction:rxn00048;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00048;http://identifiers.org/kegg.reaction:R00066;http://identifiers.org/bigg.reaction:RBFSb;http://identifiers.org/bigg.reaction:RIBFS;http://identifiers.org/biocyc:META:RIBOFLAVIN-SYN-RXN;http://identifiers.org/metanetx.reaction:MNXR103430	MNXR103430	rxn00048	R00066	RBFSb;RIBFS	RIBOFLAVIN-SYN-RXN	|PWY-6167|	flavin biosynthesis II (archaea)	false	60	0	0	0	RXN-10058 RXN-10055 LUMAZINESYN-RXN RIBOFLAVIN-SYN-RXN FADSYN-RXN DIOHBUTANONEPSYN-RXN
rxn00056_c0	Fe(II):oxygen oxidoreductase	0.000568084232630683	rxn00056_Shan	"cpd00007[c0],cpd00067[c0],cpd10515[c0],cpd00001[c0],cpd10516[c0]"	"O2[c0],H+[c0],Fe2+[c0],H2O[c0],fe3[c0]"	"-1,-4,-4,2,4"	"1,1,1,1,1"	rxn00056	Fe(II):oxygen oxidoreductase	FALSE	0	1000	rxn00056_c0	((STY1_bin_1_NODE_97_length_34764_cov_23.4034_19253:19717 | STY2_bin_2_NODE_17_length_65616_cov_40.1088_14777:14313 | STY3_bin_1_NODE_83_length_34728_cov_147.61_15502:15038 | STY4_bin_1_NODE_22_length_67542_cov_591.459_16718:16254))	R00078	Fe(II):oxygen oxidoreductase	1.16.3.1	UniRef90_O68926	58.442	3.36e-59	196	97	STY4_bin_1_NODE_22_length_67542_cov_591.459	16718	16257	map00860	good_blast	NA	Subunit undefined	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.16.3.1;http://identifiers.org/seed.reaction:rxn00056;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00056;http://identifiers.org/kegg.reaction:R00078;http://identifiers.org/bigg.reaction:FERO;http://identifiers.org/bigg.reaction:FEROc;http://identifiers.org/bigg.reaction:FEROpp;http://identifiers.org/bigg.reaction:r0016;http://identifiers.org/biocyc:META:RXN0-1483;http://identifiers.org/metanetx.reaction:MNXR99561	MNXR99561	rxn00056	R00078	FERO;FEROc;FEROpp;r0016	RXN0-1483	map00860	Porphyrin and chlorophyll metabolism	false	57	23	0	0	R00078 R05218 R05150 R03947 R03220 R09489 R03950 R03948 R05809 R05149 R05181 R05808 R07773 R07774 R05810 R07775 R00830 R01383 R07411 R01492 R00084 R07772 R04972 R06530 R00036 R00310 R05807 R02864 R11329 R02272 R05177 R05578 R06529 R05225 R05815 R05224 R03877 R05227
rxn00058_c0	Ferrocytochrome-c:oxygen oxidoreductase	36.5023110621346	rxn00058_Shan	"cpd00007[c0],cpd00067[c0],cpd00110[c0],cpd00001[c0],cpd00109[c0]"	"O2[c0],H+[c0],Cytochrome c2+[c0],H2O[c0],Cytochrome c3+[c0]"	"-1,-4,-4,2,4"	"1,1,1,1,1"	rxn00058	Ferrocytochrome-c:oxygen oxidoreductase	FALSE	0	1000	rxn00058_c0	((STY1_bin_1_NODE_201_length_22421_cov_22.7549_4899:6458 | STY2_bin_2_NODE_132_length_29459_cov_35.3349_25055:23496 | STY3_bin_1_NODE_180_length_21401_cov_132.658_17038:15479 | STY4_bin_1_NODE_172_length_30412_cov_566.554_5773:7332) & (STY1_bin_1_NODE_201_length_22421_cov_22.7549_4062:4742 | STY2_bin_2_NODE_132_length_29459_cov_35.3349_25892:25212 | STY3_bin_1_NODE_180_length_21401_cov_132.658_17875:17195 | STY4_bin_1_NODE_172_length_30412_cov_566.554_4936:5616) & (STY1_bin_1_NODE_201_length_22421_cov_22.7549_7637:8032 | STY2_bin_2_NODE_132_length_29459_cov_35.3349_22317:21922 | STY3_bin_1_NODE_180_length_21401_cov_132.658_14300:13908 | STY4_bin_1_NODE_172_length_30412_cov_566.554_8511:8906))	RXN1YI0-22	plastocyanin oxidase	7.1.1.9	UniRef90_O54069	56.977	7.65e-176	548	96	STY4_bin_1_NODE_172_length_30412_cov_566.554	5767	7293	|PWY1YI0-6|	good_blast	NA	Subunit 1	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:7.1.1.9;http://identifiers.org/seed.reaction:rxn00058;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA	|PWY1YI0-6|	aerobic respiration in cyanobacteria (NDH-2 to cytochrome c oxidase via plastocyanin)	false	66	0	0	0	RXN1YI0-22 RXN1YI0-16
rxn00069_c0	L-glutamate:NAD+ oxidoreductase (transaminating)	0.417291373812873	rxn00069_Shan	"cpd00003[c0],cpd00023[c0],cpd00004[c0],cpd00024[c0],cpd00053[c0],cpd00067[c0]"	"NAD[c0],L-Glutamate[c0],NADH[c0],2-Oxoglutarate[c0],L-Glutamine[c0],H+[c0]"	"-1,-2,1,1,1,1"	"1,1,1,1,1,1"	rxn00069	L-glutamate:NAD+ oxidoreductase (transaminating)	TRUE	-1000	1000	rxn00069_c0	((STY1_bin_1_NODE_680_length_11896_cov_19.1536_8308:3884 | STY1_bin_1_NODE_680_length_11896_cov_19.1536_3839:2457 | STY1_bin_1_NODE_81_length_38385_cov_22.3828_1653:271 | STY1_bin_1_NODE_97_length_34764_cov_23.4034_15416:16693 | STY2_bin_2_NODE_17_length_65616_cov_40.1088_18614:17337 | STY2_bin_2_NODE_63_length_43182_cov_39.3271_1620:238 | STY2_bin_2_NODE_820_length_11351_cov_32.12_7692:3268 | STY2_bin_2_NODE_820_length_11351_cov_32.12_3223:1841 | STY3_bin_1_NODE_1076_length_9341_cov_141.82_1690:6114 | STY3_bin_1_NODE_1076_length_9341_cov_141.82_6159:7541 | STY3_bin_1_NODE_1717_length_7759_cov_141.272_1631:249 | STY3_bin_1_NODE_83_length_34728_cov_147.61_19339:18062 | STY4_bin_1_NODE_1052_length_11532_cov_472.031_3833:8257 | STY4_bin_1_NODE_1052_length_11532_cov_472.031_8302:9684 | STY4_bin_1_NODE_22_length_67542_cov_591.459_20555:19278 | STY4_bin_1_NODE_74_length_43737_cov_497.747_41663:43045))	GLUTAMATE-SYNTHASE-NADH-RXN	glutamate synthase (NADH-dependent)	1.4.1.14	UniRef50_A0A198GYM4	55.091	0	1606	99	STY1_bin_1_NODE_680_length_11896_cov_19.1536	8308	3884	|GLUGLNSYN-PWY|	good_blast	full	Subunit 1	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.4.1.14;http://identifiers.org/seed.reaction:rxn00069;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00069;http://identifiers.org/kegg.reaction:R00093;http://identifiers.org/bigg.reaction:GLUS;http://identifiers.org/bigg.reaction:GLUSx;http://identifiers.org/biocyc:META:GLUTAMATE-SYNTHASE-NADH-RXN;http://identifiers.org/metanetx.reaction:MNXR100289	MNXR100289	rxn00069	R00093	GLUS;GLUSx	GLUTAMATE-SYNTHASE-NADH-RXN	|GLUGLNSYN-PWY|	L-glutamate biosynthesis IV	true	100	0	0	0	GLUTAMATE-SYNTHASE-NADH-RXN
rxn00070_c0	glutathione:NAD+ oxidoreductase	1000	rxn00070_Shan	"cpd00003[c0],cpd00042[c0],cpd00004[c0],cpd00067[c0],cpd00111[c0]"	"NAD[c0],GSH[c0],NADH[c0],H+[c0],Oxidized glutathione[c0]"	"-1,-2,1,1,1"	"1,1,1,1,1"	rxn00070	glutathione:NAD+ oxidoreductase	TRUE	-1000	1000	rxn00070_c0	STY1_bin_1_NODE_127_length_30266_cov_21.7121_26861:25503 | STY1_bin_1_NODE_226_length_21163_cov_20.3193_12025:13275 | STY2_bin_2_NODE_110_length_31524_cov_34.1629_28116:26758 | STY2_bin_2_NODE_309_length_18290_cov_35.2231_9498:8248 | STY3_bin_1_NODE_386_length_13904_cov_136.468_5356:6606 | STY3_bin_1_NODE_395_length_13777_cov_114.651_3410:4768 | STY4_bin_1_NODE_11_length_92275_cov_574.104_72224:70974 | STY4_bin_1_NODE_158_length_31353_cov_455.023_3414:4772	GLUTATHIONE-REDUCT-NADPH-RXN	glutathione reductase	1.8.1.7	UniRef90_P06715	50	1.38e-131	417	93	STY2_bin_2_NODE_309_length_18290_cov_35.2231	9498	8248	|PWY-4081|	good_blast	NA	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.8.1.7;http://identifiers.org/seed.reaction:rxn00070;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00070;http://identifiers.org/kegg.reaction:R00094;http://identifiers.org/bigg.reaction:GDR;http://identifiers.org/bigg.reaction:GDRh;http://identifiers.org/bigg.reaction:GDRm;http://identifiers.org/bigg.reaction:r0021;http://identifiers.org/bigg.reaction:r0022;http://identifiers.org/metanetx.reaction:MNXR100097	MNXR100097	rxn00070	R00094	GDR;GDRh;GDRm;r0021;r0022	NA	|PWY-4081|	glutathione-peroxide redox reactions	false	33	0	0	0	GLUTATHIONE-REDUCT-NADPH-RXN
rxn00078_c0	ATP:NADH 2'-phosphotransferase	0.00122947150849805	rxn00078_Shan	"cpd00002[c0],cpd00004[c0],cpd00005[c0],cpd00008[c0],cpd00067[c0]"	"ATP[c0],NADH[c0],NADPH[c0],ADP[c0],H+[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn00078	ATP:NADH 2'-phosphotransferase	FALSE	0	1000	rxn00078_c0	STY1_bin_1_NODE_13_length_102798_cov_19.4395_22308:21481 | STY2_bin_2_NODE_224_length_21674_cov_29.7844_1914:2741 | STY3_bin_1_NODE_149_length_24339_cov_134.566_22338:21511 | STY4_bin_1_NODE_9_length_100063_cov_443.882_77344:78171	NADH-KINASE-RXN	NADH kinase	2.7.1.86	UniRef50_A0A0T5ZUI9	39.331	9.94e-48	169	81	STY1_bin_1_NODE_13_length_102798_cov_19.4395	22182	21487	|PWY-5083|	good_blast	threshold	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.7.1.86;http://identifiers.org/seed.reaction:rxn00078;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00078;http://identifiers.org/kegg.reaction:R00105;http://identifiers.org/biocyc:META:NADH-KINASE-RXN;http://identifiers.org/metanetx.reaction:MNXR106390	MNXR106390	rxn00078	R00105	NA	NADH-KINASE-RXN	|PWY-5083|	NAD/NADH phosphorylation and dephosphorylation	true	87	1	0	0	PYRNUTRANSHYDROGEN-RXN PYRNUTRANSHYDROGEN-RXN PYRNUTRANSHYDROGEN-RXN NAD-KIN-RXN NADH-DEHYDROG-A-RXN NADH-KINASE-RXN
rxn00086_c0	glutathione:NADP+ oxidoreductase	-1000	rxn00086_Shan	"cpd00006[c0],cpd00042[c0],cpd00005[c0],cpd00067[c0],cpd00111[c0]"	"NADP[c0],GSH[c0],NADPH[c0],H+[c0],Oxidized glutathione[c0]"	"-1,-2,1,1,1"	"1,1,1,1,1"	rxn00086	glutathione:NADP+ oxidoreductase	TRUE	-1000	1000	rxn00086_c0	STY1_bin_1_NODE_127_length_30266_cov_21.7121_26861:25503 | STY1_bin_1_NODE_226_length_21163_cov_20.3193_12025:13275 | STY2_bin_2_NODE_110_length_31524_cov_34.1629_28116:26758 | STY2_bin_2_NODE_309_length_18290_cov_35.2231_9498:8248 | STY3_bin_1_NODE_386_length_13904_cov_136.468_5356:6606 | STY3_bin_1_NODE_395_length_13777_cov_114.651_3410:4768 | STY4_bin_1_NODE_11_length_92275_cov_574.104_72224:70974 | STY4_bin_1_NODE_158_length_31353_cov_455.023_3414:4772	GLUTATHIONE-REDUCT-NADPH-RXN	glutathione reductase	1.8.1.7	UniRef90_P06715	50	1.38e-131	417	93	STY2_bin_2_NODE_309_length_18290_cov_35.2231	9498	8248	|PWY-4081|	good_blast	NA	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.8.1.7;http://identifiers.org/seed.reaction:rxn00086;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00086;http://identifiers.org/kegg.reaction:R00115;http://identifiers.org/bigg.reaction:GDR_nadp_h;http://identifiers.org/bigg.reaction:GTHOm;http://identifiers.org/bigg.reaction:GTHOr;http://identifiers.org/biocyc:META:GLUTATHIONE-REDUCT-NADPH-RXN;http://identifiers.org/metanetx.reaction:MNXR100098	MNXR100098	rxn00086	R00115	GDR_nadp_h;GTHOm;GTHOr	GLUTATHIONE-REDUCT-NADPH-RXN	|PWY-4081|	glutathione-peroxide redox reactions	false	33	0	0	0	GLUTATHIONE-REDUCT-NADPH-RXN
rxn00097_c0	ATP:AMP phosphotransferase	0.705291856276517	rxn00097_Shan	"cpd00002[c0],cpd00018[c0],cpd00067[c0],cpd00008[c0]"	"ATP[c0],AMP[c0],H+[c0],ADP[c0]"	"-1,-1,-1,2"	"1,1,1,1"	rxn00097	ATP:AMP phosphotransferase	TRUE	-1000	1000	rxn00097_c0	STY1_bin_1_NODE_86_length_37705_cov_21.3577_2915:3532 | STY2_bin_2_NODE_48_length_46342_cov_37.1086_5529:6146 | STY3_bin_1_NODE_78_length_35660_cov_136.564_33383:32766 | STY4_bin_1_NODE_11_length_92275_cov_574.104_21561:22178	ADENYL-KIN-RXN	AMP kinase	2.7.4.3	UniRef90_A0L8G8	47.619	1.32e-61	205	98	STY3_bin_1_NODE_78_length_35660_cov_136.564	33383	32766	|PWY-7219|	good_blast	full	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.7.4.3;http://identifiers.org/seed.reaction:rxn00097;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00097;http://identifiers.org/kegg.reaction:R00127;http://identifiers.org/bigg.reaction:ADK1;http://identifiers.org/bigg.reaction:ADK1m;http://identifiers.org/bigg.reaction:ATAMh;http://identifiers.org/biocyc:META:ADENYL-KIN-RXN;http://identifiers.org/metanetx.reaction:MNXR95450	MNXR95450	rxn00097	R00127	ADK1;ADK1m;ATAMh	ADENYL-KIN-RXN	|PWY-7219|	adenosine ribonucleotides de novo biosynthesis	true	100	0	0	0	ADENYLOSUCCINATE-SYNTHASE-RXN AMPSYN-RXN ADENYL-KIN-RXN
