target_rxn_IDs	target_rxn_name	flux	Rid	met_id	met_name	met_Scoef	met_comp	react_id	react_name	react_rev	lowbnd	uppbnd	react_id	gpr	rxn	name	ec	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	blast.status	pathway.status	complex	exception	complex.status	gs.origin	annotation	MNX_ID	seedID	keggID	biggID	biocycID	ID	Name	Prediction	Completeness	VagueReactions	KeyReactions	KeyReactionsFound	ReactionsFound
rxn00083_c0	NADPH:NAD+ oxidoreductase	-1000	rxn00083_Shan	"cpd00003[c0],cpd00005[c0],cpd00004[c0],cpd00006[c0]"	"NAD[c0],NADPH[c0],NADH[c0],NADP[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn00083	NADPH:NAD+ oxidoreductase	TRUE	-1000	1000	rxn00083_c0	((STY1_bin_1_NODE_127_length_30266_cov_21.7121_26870:25524 | STY1_bin_1_NODE_226_length_21163_cov_20.3193_12022:13275 | STY2_bin_2_NODE_110_length_31524_cov_34.1629_28125:26779 | STY2_bin_2_NODE_309_length_18290_cov_35.2231_9501:8248 | STY3_bin_1_NODE_386_length_13904_cov_136.468_5353:6606 | STY3_bin_1_NODE_395_length_13777_cov_114.651_3401:4747 | STY4_bin_1_NODE_11_length_92275_cov_574.104_72227:70974 | STY4_bin_1_NODE_158_length_31353_cov_455.023_3405:4751) & (STY1_bin_1_NODE_13_length_102798_cov_19.4395_92944:94059 | STY1_bin_1_NODE_21_length_76331_cov_22.1833_24756:23665 | STY2_bin_2_NODE_179_length_24895_cov_31.0939_127:1218 | STY2_bin_2_NODE_589_length_13182_cov_28.7194_3335:4450 | STY3_bin_1_NODE_118_length_27741_cov_141.156_2878:3969 | STY3_bin_1_NODE_448_length_13136_cov_133.985_10434:9319 | STY4_bin_1_NODE_252_length_25040_cov_564.091_24871:23780 | STY4_bin_1_NODE_9_length_100063_cov_443.882_9869:8754) & (STY1_bin_1_NODE_13_length_102798_cov_19.4395_94384:95796 | STY2_bin_2_NODE_589_length_13182_cov_28.7194_4775:6187 | STY3_bin_1_NODE_448_length_13136_cov_133.985_8985:7582 | STY4_bin_1_NODE_9_length_100063_cov_443.882_8429:7017))	PYRNUTRANSHYDROGEN-RXN	NAD(P) transhydrogenase	1.6.1.2	UniRef50_A0A087LN75	53.743	6.18e-116	373	78	STY4_bin_1_NODE_9_length_100063_cov_443.882	9869	8754	|PWY-5083|	good_blast	threshold	Subunit 1	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.6.1.2;http://identifiers.org/seed.reaction:rxn00083;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00083;http://identifiers.org/kegg.reaction:R00112;http://identifiers.org/bigg.reaction:NADTRHD;http://identifiers.org/bigg.reaction:NNOR;http://identifiers.org/biocyc:META:PYRNUTRANSHYDROGEN-RXN;http://identifiers.org/metanetx.reaction:MNXR101898	MNXR101898	rxn00083	R00112	NADTRHD;NNOR	PYRNUTRANSHYDROGEN-RXN	|PWY-5083|	NAD/NADH phosphorylation and dephosphorylation	true	87	1	0	0	PYRNUTRANSHYDROGEN-RXN PYRNUTRANSHYDROGEN-RXN PYRNUTRANSHYDROGEN-RXN NAD-KIN-RXN NADH-DEHYDROG-A-RXN NADH-KINASE-RXN
rxn00086_c0	glutathione:NADP+ oxidoreductase	-1000	rxn00086_Shan	"cpd00006[c0],cpd00042[c0],cpd00005[c0],cpd00067[c0],cpd00111[c0]"	"NADP[c0],GSH[c0],NADPH[c0],H+[c0],Oxidized glutathione[c0]"	"-1,-2,1,1,1"	"1,1,1,1,1"	rxn00086	glutathione:NADP+ oxidoreductase	TRUE	-1000	1000	rxn00086_c0	STY1_bin_1_NODE_127_length_30266_cov_21.7121_26861:25503 | STY1_bin_1_NODE_226_length_21163_cov_20.3193_12025:13275 | STY2_bin_2_NODE_110_length_31524_cov_34.1629_28116:26758 | STY2_bin_2_NODE_309_length_18290_cov_35.2231_9498:8248 | STY3_bin_1_NODE_386_length_13904_cov_136.468_5356:6606 | STY3_bin_1_NODE_395_length_13777_cov_114.651_3410:4768 | STY4_bin_1_NODE_11_length_92275_cov_574.104_72224:70974 | STY4_bin_1_NODE_158_length_31353_cov_455.023_3414:4772	GLUTATHIONE-REDUCT-NADPH-RXN	glutathione reductase	1.8.1.7	UniRef90_P06715	50	1.38e-131	417	93	STY2_bin_2_NODE_309_length_18290_cov_35.2231	9498	8248	|PWY-4081|	good_blast	NA	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.8.1.7;http://identifiers.org/seed.reaction:rxn00086;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00086;http://identifiers.org/kegg.reaction:R00115;http://identifiers.org/bigg.reaction:GDR_nadp_h;http://identifiers.org/bigg.reaction:GTHOm;http://identifiers.org/bigg.reaction:GTHOr;http://identifiers.org/biocyc:META:GLUTATHIONE-REDUCT-NADPH-RXN;http://identifiers.org/metanetx.reaction:MNXR100098	MNXR100098	rxn00086	R00115	GDR_nadp_h;GTHOm;GTHOr	GLUTATHIONE-REDUCT-NADPH-RXN	|PWY-4081|	glutathione-peroxide redox reactions	false	33	0	0	0	GLUTATHIONE-REDUCT-NADPH-RXN
rxn00184_c0	L-Glutamate:NADP+ oxidoreductase (deaminating)	1000	rxn00184_Shan	"cpd00001[c0],cpd00006[c0],cpd00023[c0],cpd00005[c0],cpd00013[c0],cpd00024[c0],cpd00067[c0]"	"H2O[c0],NADP[c0],L-Glutamate[c0],NADPH[c0],NH3[c0],2-Oxoglutarate[c0],H+[c0]"	"-1,-1,-1,1,1,1,1"	"1,1,1,1,1,1,1"	rxn00184	L-Glutamate:NADP+ oxidoreductase (deaminating)	TRUE	-1000	1000	rxn00184_c0	((STY1_bin_1_NODE_680_length_11896_cov_19.1536_8308:3884 | STY2_bin_2_NODE_820_length_11351_cov_32.12_7692:3268 | STY3_bin_1_NODE_1076_length_9341_cov_141.82_1690:6114 | STY4_bin_1_NODE_1052_length_11532_cov_472.031_3833:8257) & (STY1_bin_1_NODE_680_length_11896_cov_19.1536_3845:2457 | STY1_bin_1_NODE_97_length_34764_cov_23.4034_15416:16693 | STY2_bin_2_NODE_17_length_65616_cov_40.1088_18614:17337 | STY2_bin_2_NODE_820_length_11351_cov_32.12_3229:1841 | STY3_bin_1_NODE_1076_length_9341_cov_141.82_6153:7541 | STY3_bin_1_NODE_83_length_34728_cov_147.61_19339:18062 | STY4_bin_1_NODE_1052_length_11532_cov_472.031_8296:9684 | STY4_bin_1_NODE_22_length_67542_cov_591.459_20555:19278))	GLUTDEHYD-RXN	glutamate dehydrogenase 2 (NADP-dependent)	1.4.1.4	sp|P09831|GLTB_ECOLI	55.286	0	1605	99	STY1_bin_1_NODE_680_length_11896_cov_19.1536	8308	3884	|GLUTSYNIII-PWY|	good_blast	full	Subunit 1	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.4.1.4;http://identifiers.org/seed.reaction:rxn00184;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00184;http://identifiers.org/kegg.reaction:R00248;http://identifiers.org/bigg.reaction:GDH_nadp;http://identifiers.org/bigg.reaction:GLUDy;http://identifiers.org/bigg.reaction:GLUDyi;http://identifiers.org/bigg.reaction:GLUDym;http://identifiers.org/biocyc:META:GLUTDEHYD-RXN;http://identifiers.org/metanetx.reaction:MNXR100086	MNXR100086	rxn00184	R00248	GDH_nadp;GLUDy;GLUDyi;GLUDym	GLUTDEHYD-RXN	|GLUTSYNIII-PWY|	L-glutamate biosynthesis III	true	100	0	0	0	GLUTDEHYD-RXN
rxn00218_c0	D-Glucose:NADP+ 1-oxidoreductase	1000	rxn00218_Shan	"cpd00006[c0],cpd00027[c0],cpd00005[c0],cpd00067[c0],cpd01992[c0]"	"NADP[c0],D-Glucose[c0],NADPH[c0],H+[c0],D-Glucono-1,4-lactone[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn00218	D-Glucose:NADP+ 1-oxidoreductase	TRUE	-1000	1000	rxn00218_c0	STY1_bin_1_NODE_126_length_30494_cov_23.2643_17300:16554 | STY1_bin_1_NODE_26_length_72910_cov_20.1249_39498:38722 | STY1_bin_1_NODE_26_length_72910_cov_20.1249_37956:38705 | STY1_bin_1_NODE_26_length_72910_cov_20.1249_46447:45692 | STY1_bin_1_NODE_80_length_38672_cov_16.9436_31328:32050 | STY2_bin_2_NODE_112_length_31501_cov_43.1383_17247:16501 | STY2_bin_2_NODE_26_length_56691_cov_33.0094_17911:18687 | STY2_bin_2_NODE_26_length_56691_cov_33.0094_19453:18704 | STY2_bin_2_NODE_26_length_56691_cov_33.0094_10962:11717 | STY2_bin_2_NODE_3_length_112532_cov_30.2027_31473:32195 | STY3_bin_1_NODE_196_length_20685_cov_152.838_3486:4232 | STY3_bin_1_NODE_217_length_19204_cov_152.038_17994:17416 | STY3_bin_1_NODE_449_length_13120_cov_133.046_10781:10059 | STY3_bin_1_NODE_94_length_32747_cov_133.485_15443:14667 | STY3_bin_1_NODE_94_length_32747_cov_133.485_13901:14650 | STY3_bin_1_NODE_94_length_32747_cov_133.485_23045:22290 | STY4_bin_1_NODE_179_length_29791_cov_515.413_17285:16539 | STY4_bin_1_NODE_2_length_187527_cov_473.197_148194:148970 | STY4_bin_1_NODE_2_length_187527_cov_473.197_149736:148987 | STY4_bin_1_NODE_2_length_187527_cov_473.197_141247:142002 | STY4_bin_1_NODE_367_length_19970_cov_586.76_17873:17295 | STY4_bin_1_NODE_5_length_111668_cov_444.387_80326:79604	GLUCOSE-1-DEHYDROGENASE-NADP+-RXN	glucose 1-dehydrogenase [NAD(P)+]	1.1.1.119	UniRef90_Q5FPE5	34.586	5.95e-35	131	94	STY1_bin_1_NODE_26_length_72910_cov_20.1249	39495	38725	|NPGLUCAT-PWY|	good_blast	threshold	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.1.1.119;http://identifiers.org/seed.reaction:rxn00218;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00218;http://identifiers.org/kegg.reaction:R00301;http://identifiers.org/metanetx.reaction:MNXR106462	MNXR106462	rxn00218	R00301	NA	NA	|NPGLUCAT-PWY|	Entner-Doudoroff pathway II (non-phosphorylative)	true	80	0	0	0	GLUCONATE-DEHYDRATASE-RXN GLUCONATE-DEHYDRATASE-RXN GLYCERALDEHYDE-DEHYDRO-RXN 2PGADEHYDRAT-RXN PEPDEPHOS-RXN GKI-RXN GLUCOSE-1-DEHYDROGENASE-NADP+-RXN GLUCOSE-1-DEHYDROGENASE-NADP+-RXN
rxn00249_c0	(S)-malate:NADP+ oxidoreductase	992.638792634113	rxn00249_Shan	"cpd00006[c0],cpd00130[c0],cpd00005[c0],cpd00032[c0],cpd00067[c0]"	"NADP[c0],L-Malate[c0],NADPH[c0],Oxaloacetate[c0],H+[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn00249	(S)-malate:NADP+ oxidoreductase	TRUE	-1000	1000	rxn00249_c0	STY1_bin_1_NODE_23_length_75396_cov_17.9961_14609:15565 | STY1_bin_1_NODE_4645_length_5503_cov_23.5066_1387:3648 | STY2_bin_2_NODE_132_length_29459_cov_35.3349_1375:3642 | STY2_bin_2_NODE_3_length_112532_cov_30.2027_99203:98247 | STY3_bin_1_NODE_19_length_68758_cov_129.502_55919:54924 | STY3_bin_1_NODE_8229_length_4128_cov_138.769_1368:3629 | STY4_bin_1_NODE_172_length_30412_cov_566.554_29027:26760 | STY4_bin_1_NODE_5_length_111668_cov_444.387_13298:14254	R00342	(S)-malate:NAD+ oxidoreductase	1.1.1.299	UniRef50_A0A345C3Y2	52.212	4e-99	322	84	STY4_bin_1_NODE_172_length_30412_cov_566.554	28973	27969	map00020	good_blast	NA	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.1.1.299;http://identifiers.org/seed.reaction:rxn00249;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00249;http://identifiers.org/kegg.reaction:R00343;http://identifiers.org/bigg.reaction:MDH_nadp_fi;http://identifiers.org/bigg.reaction:MDH_nadp_hi;http://identifiers.org/bigg.reaction:MDHy;http://identifiers.org/biocyc:META:MALATE-DEHYDROGENASE-NADP+-RXN;http://identifiers.org/metanetx.reaction:MNXR101444	MNXR101444	rxn00249	R00343	MDH_nadp_fi;MDH_nadp_hi;MDHy	MALATE-DEHYDROGENASE-NADP+-RXN	map00020	Citrate cycle (TCA cycle)	false	73	1	0	0	R07136 R00709 R00267 R00014 R00621 R02164 R02164 R00209 R00209 R01933 R00351 R00352 R00341 R01082 R01324 R00727 R02404 R00342
rxn00324_c0	glycolate:NADP+ oxidoreductase	-999.996793714442	rxn00324_Shan	"cpd00006[c0],cpd00139[c0],cpd00005[c0],cpd00040[c0],cpd00067[c0]"	"NADP[c0],Glycolate[c0],NADPH[c0],Glyoxalate[c0],H+[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn00324	glycolate:NADP+ oxidoreductase	TRUE	-1000	1000	rxn00324_c0	STY1_bin_1_NODE_110_length_32792_cov_19.5829_1092:232 | STY1_bin_1_NODE_1211_length_9432_cov_20.2969_6830:6003 | STY1_bin_1_NODE_376_length_16151_cov_28.1383_1322:2212 | STY1_bin_1_NODE_39_length_59469_cov_18.2663_41796:42710 | STY2_bin_2_NODE_1281_length_9456_cov_38.5229_2506:3333 | STY2_bin_2_NODE_14_length_71405_cov_33.0306_32855:33751 | STY2_bin_2_NODE_20_length_59484_cov_29.3548_39625:40395 | STY3_bin_1_NODE_329_length_15267_cov_146.994_2908:1985 | STY3_bin_1_NODE_347_length_14913_cov_134.15_13744:12854 | STY3_bin_1_NODE_41_length_46589_cov_131.048_39508:40422 | STY3_bin_1_NODE_662_length_11154_cov_139.934_10246:11142 | STY3_bin_1_NODE_932_length_9822_cov_129.565_2918:3760 | STY4_bin_1_NODE_1723_length_9493_cov_508.742_6987:6160 | STY4_bin_1_NODE_2_length_187527_cov_473.197_33002:33898 | STY4_bin_1_NODE_4_length_120519_cov_465.846_71767:72681 | STY4_bin_1_NODE_585_length_15187_cov_463.553_13758:12868	rxn00324	Glyoxylate reductase	1.1.1.26	UniRef50_A0A380QW88	43.463	6.29e-80	263	88	STY3_bin_1_NODE_932_length_9822_cov_129.565	2918	3760	seed.pwy72	bad_blast	threshold	NA	1	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.1.1.26;http://identifiers.org/seed.reaction:rxn00324;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00324;http://identifiers.org/kegg.reaction:R00465;http://identifiers.org/bigg.reaction:GLYCLTDy;http://identifiers.org/bigg.reaction:GLYCLTDym;http://identifiers.org/biocyc:META:GLYOXYLATE-REDUCTASE-NADP+-RXN;http://identifiers.org/metanetx.reaction:MNXR100332	MNXR100332	rxn00324	R00465	GLYCLTDy;GLYCLTDym	GLYOXYLATE-REDUCTASE-NADP+-RXN	seed.pwy72	Glycolate, glyoxylate interconversions	true	81	0	0	0	rxn01053 rxn00979 rxn08655 rxn08655 rxn00333 rxn00333 rxn00324 rxn00330 rxn00980
rxn00532_c0	3-oxopropanoate:NADP+ oxidoreductase (CoA-malonylating)	-0.00213752370541442	rxn00532_Shan	"cpd00006[c0],cpd00010[c0],cpd00191[c0],cpd00005[c0],cpd00067[c0],cpd00070[c0]"	"NADP[c0],CoA[c0],3-Oxopropanoate[c0],NADPH[c0],H+[c0],Malonyl-CoA[c0]"	"-1,-1,-1,1,1,1"	"1,1,1,1,1,1"	rxn00532	3-oxopropanoate:NADP+ oxidoreductase (CoA-malonylating)	TRUE	-1000	1000	rxn00532_c0	STY1_bin_1_NODE_162_length_26522_cov_21.4399_12693:11245 | STY1_bin_1_NODE_21_length_76331_cov_22.1833_54549:51574 | STY1_bin_1_NODE_391_length_15900_cov_20.8451_9021:7576 | STY2_bin_2_NODE_155_length_26797_cov_38.2147_14535:15983 | STY2_bin_2_NODE_539_length_13750_cov_35.6296_6363:7808 | STY2_bin_2_NODE_57_length_44299_cov_31.9822_20157:23132 | STY3_bin_1_NODE_1789_length_7634_cov_139.097_2577:1129 | STY3_bin_1_NODE_632_length_11389_cov_130.119_4806:3361 | STY3_bin_1_NODE_737_length_10747_cov_130.66_3174:199 | STY4_bin_1_NODE_113_length_35536_cov_470.036_9297:10745 | STY4_bin_1_NODE_11_length_92275_cov_574.104_9726:8281 | STY4_bin_1_NODE_43_length_53747_cov_521.283_9484:7967 | STY4_bin_1_NODE_59_length_49303_cov_463.386_28506:25531	RXN-2902	malonate semialdehyde dehydrogenase	1.2.1.18	UniRef50_A0A0D5YGW6	53.846	0	565	97	STY4_bin_1_NODE_43_length_53747_cov_521.283	9484	7967	|BETA-ALA-DEGRADATION-I-PWY|	good_blast	full	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.2.1.18;http://identifiers.org/seed.reaction:rxn00532;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00532;http://identifiers.org/kegg.reaction:R00740;http://identifiers.org/biocyc:META:RXN-8963;http://identifiers.org/metanetx.reaction:MNXR106663	MNXR106663	rxn00532	R00740	NA	RXN-8963	|BETA-ALA-DEGRADATION-I-PWY|	&beta;-alanine degradation I	true	100	0	0	0	RXN-2901 RXN-2902
rxn00536_c0	Ethanol:NADP+ oxidoreductase	1000	rxn00536_Shan	"cpd00006[c0],cpd00363[c0],cpd00005[c0],cpd00067[c0],cpd00071[c0]"	"NADP[c0],Ethanol[c0],NADPH[c0],H+[c0],Acetaldehyde[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn00536	Ethanol:NADP+ oxidoreductase	TRUE	-1000	1000	rxn00536_c0	STY1_bin_1_NODE_88_length_37377_cov_21.2193_1217:2170 | STY2_bin_2_NODE_364_length_17001_cov_33.7332_1340:2293 | STY3_bin_1_NODE_50_length_43847_cov_140.333_6008:6961 | STY4_bin_1_NODE_8_length_104303_cov_519.895_60976:60023	RXN-12299	trans-2-hexenal reductase	1.1.1.2	UniRef90_Q9F282	28.097	3.57e-24	103	80	STY4_bin_1_NODE_8_length_104303_cov_519.895	60976	60035	|PWY-5410|	good_blast	NA	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.1.1.2;http://identifiers.org/seed.reaction:rxn00536;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00536;http://identifiers.org/kegg.reaction:R00746;http://identifiers.org/bigg.reaction:ALCD2y;http://identifiers.org/bigg.reaction:ALCD2yi;http://identifiers.org/bigg.reaction:ALCDH_nadp_hi;http://identifiers.org/biocyc:META:RXN-12484;http://identifiers.org/metanetx.reaction:MNXR95726	MNXR95726	rxn00536	R00746	ALCD2y;ALCD2yi;ALCDH_nadp_hi	RXN-12484	|PWY-5410|	traumatin and (Z)-3-hexen-1-yl acetate biosynthesis	false	40	5	0	0	RXN-1321 RXN-1345 RXN-1345 RXN-12299
rxn00604_c0	D-glucose-6-phosphate:NADP+ 1-oxidoreductase	1000	rxn00604_Shan	"cpd00006[c0],cpd00079[c0],cpd00005[c0],cpd00067[c0],cpd00911[c0]"	"NADP[c0],D-glucose-6-phosphate[c0],NADPH[c0],H+[c0],6-phospho-D-glucono-1-5-lactone[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn00604	D-glucose-6-phosphate:NADP+ 1-oxidoreductase	TRUE	-1000	1000	rxn00604_c0		GLU6PDEHYDROG-RXN	glucose-6-phosphate dehydrogenase	1.1.1.49		NA	NA	NA	NA		NA	NA	|PWY-7268|	no_blast	threshold	NA	0	NA	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.1.1.49;http://identifiers.org/seed.reaction:rxn00604;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00604;http://identifiers.org/kegg.reaction:R00835;http://identifiers.org/bigg.reaction:G6PDH2er;http://identifiers.org/bigg.reaction:G6PDH2r;http://identifiers.org/biocyc:META:GLU6PDEHYDROG-RXN;http://identifiers.org/metanetx.reaction:MNXR99907	MNXR99907	rxn00604	R00835	G6PDH2er;G6PDH2r	GLU6PDEHYDROG-RXN	|PWY-7268|	NAD/NADP-NADH/NADPH cytosolic interconversion (yeast)	true	80	0	0	0	NAD-KIN-RXN RXN0-3962 ISOCITDEH-RXN NADH-KINASE-RXN
rxn00686_c0	5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase	-0.00989054703688907	rxn00686_Shan	"cpd00006[c0],cpd00087[c0],cpd00005[c0],cpd00067[c0],cpd00330[c0]"	"NADP[c0],Tetrahydrofolate[c0],NADPH[c0],H+[c0],Dihydrofolate[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn00686	5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase	TRUE	-1000	1000	rxn00686_c0	((STY1_bin_1_NODE_94_length_35576_cov_21.7748_22967:22533 | STY2_bin_2_NODE_452_length_15049_cov_38.7924_4314:3880 | STY3_bin_1_NODE_2494_length_6734_cov_158.142_4314:3880 | STY4_bin_1_NODE_114_length_35050_cov_501.094_24215:23781))	DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3	UniRef50_A0A095Y7B1	42.857	2.47e-32	119	93	STY4_bin_1_NODE_114_length_35050_cov_501.094	24215	23781	|1CMET2-PWY|	good_blast	threshold	Subunit undefined	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.5.1.3;http://identifiers.org/seed.reaction:rxn00686;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00686;http://identifiers.org/kegg.reaction:R00939;http://identifiers.org/bigg.reaction:DHFR;http://identifiers.org/bigg.reaction:DHFRim;http://identifiers.org/metanetx.reaction:MNXR97401	MNXR97401	rxn00686	R00939	DHFR;DHFRim	NA	|1CMET2-PWY|	folate transformations III (E. coli)	true	88	0	0	0	DIHYDROFOLATEREDUCT-RXN 1.5.1.20-RXN HOMOCYSMETB12-RXN GCVMULTI-RXN METHENYLTHFCYCLOHYDRO-RXN METHYLENETHFDEHYDROG-NADP-RXN GLYOHMETRANS-RXN THYMIDYLATESYN-RXN
