target_rxn_IDs	target_rxn_name	flux	Rid	met_id	met_name	met_Scoef	met_comp	react_id	react_name	react_rev	lowbnd	uppbnd	react_id	gpr	rxn	name	ec	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	blast.status	pathway.status	complex	exception	complex.status	gs.origin	annotation	MNX_ID	seedID	keggID	biggID	biocycID	ID	Name	Prediction	Completeness	VagueReactions	KeyReactions	KeyReactionsFound	ReactionsFound
rxn00069_c0	L-glutamate:NAD+ oxidoreductase (transaminating)	499.772889376743	rxn00069_Shan	"cpd00003[c0],cpd00023[c0],cpd00004[c0],cpd00024[c0],cpd00053[c0],cpd00067[c0]"	"NAD[c0],L-Glutamate[c0],NADH[c0],2-Oxoglutarate[c0],L-Glutamine[c0],H+[c0]"	"-1,-2,1,1,1,1"	"1,1,1,1,1,1"	rxn00069	L-glutamate:NAD+ oxidoreductase (transaminating)	TRUE	-1000	1000	rxn00069_c0	((STY1_bin_1_NODE_680_length_11896_cov_19.1536_8308:3884 | STY1_bin_1_NODE_680_length_11896_cov_19.1536_3839:2457 | STY1_bin_1_NODE_81_length_38385_cov_22.3828_1653:271 | STY1_bin_1_NODE_97_length_34764_cov_23.4034_15416:16693 | STY2_bin_2_NODE_17_length_65616_cov_40.1088_18614:17337 | STY2_bin_2_NODE_63_length_43182_cov_39.3271_1620:238 | STY2_bin_2_NODE_820_length_11351_cov_32.12_7692:3268 | STY2_bin_2_NODE_820_length_11351_cov_32.12_3223:1841 | STY3_bin_1_NODE_1076_length_9341_cov_141.82_1690:6114 | STY3_bin_1_NODE_1076_length_9341_cov_141.82_6159:7541 | STY3_bin_1_NODE_1717_length_7759_cov_141.272_1631:249 | STY3_bin_1_NODE_83_length_34728_cov_147.61_19339:18062 | STY4_bin_1_NODE_1052_length_11532_cov_472.031_3833:8257 | STY4_bin_1_NODE_1052_length_11532_cov_472.031_8302:9684 | STY4_bin_1_NODE_22_length_67542_cov_591.459_20555:19278 | STY4_bin_1_NODE_74_length_43737_cov_497.747_41663:43045))	GLUTAMATE-SYNTHASE-NADH-RXN	glutamate synthase (NADH-dependent)	1.4.1.14	UniRef50_A0A198GYM4	55.091	0	1606	99	STY1_bin_1_NODE_680_length_11896_cov_19.1536	8308	3884	|GLUGLNSYN-PWY|	good_blast	full	Subunit 1	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.4.1.14;http://identifiers.org/seed.reaction:rxn00069;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00069;http://identifiers.org/kegg.reaction:R00093;http://identifiers.org/bigg.reaction:GLUS;http://identifiers.org/bigg.reaction:GLUSx;http://identifiers.org/biocyc:META:GLUTAMATE-SYNTHASE-NADH-RXN;http://identifiers.org/metanetx.reaction:MNXR100289	MNXR100289	rxn00069	R00093	GLUS;GLUSx	GLUTAMATE-SYNTHASE-NADH-RXN	|GLUGLNSYN-PWY|	L-glutamate biosynthesis IV	true	100	0	0	0	GLUTAMATE-SYNTHASE-NADH-RXN
rxn00083_c0	NADPH:NAD+ oxidoreductase	-1000	rxn00083_Shan	"cpd00003[c0],cpd00005[c0],cpd00004[c0],cpd00006[c0]"	"NAD[c0],NADPH[c0],NADH[c0],NADP[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn00083	NADPH:NAD+ oxidoreductase	TRUE	-1000	1000	rxn00083_c0	((STY1_bin_1_NODE_127_length_30266_cov_21.7121_26870:25524 | STY1_bin_1_NODE_226_length_21163_cov_20.3193_12022:13275 | STY2_bin_2_NODE_110_length_31524_cov_34.1629_28125:26779 | STY2_bin_2_NODE_309_length_18290_cov_35.2231_9501:8248 | STY3_bin_1_NODE_386_length_13904_cov_136.468_5353:6606 | STY3_bin_1_NODE_395_length_13777_cov_114.651_3401:4747 | STY4_bin_1_NODE_11_length_92275_cov_574.104_72227:70974 | STY4_bin_1_NODE_158_length_31353_cov_455.023_3405:4751) & (STY1_bin_1_NODE_13_length_102798_cov_19.4395_92944:94059 | STY1_bin_1_NODE_21_length_76331_cov_22.1833_24756:23665 | STY2_bin_2_NODE_179_length_24895_cov_31.0939_127:1218 | STY2_bin_2_NODE_589_length_13182_cov_28.7194_3335:4450 | STY3_bin_1_NODE_118_length_27741_cov_141.156_2878:3969 | STY3_bin_1_NODE_448_length_13136_cov_133.985_10434:9319 | STY4_bin_1_NODE_252_length_25040_cov_564.091_24871:23780 | STY4_bin_1_NODE_9_length_100063_cov_443.882_9869:8754) & (STY1_bin_1_NODE_13_length_102798_cov_19.4395_94384:95796 | STY2_bin_2_NODE_589_length_13182_cov_28.7194_4775:6187 | STY3_bin_1_NODE_448_length_13136_cov_133.985_8985:7582 | STY4_bin_1_NODE_9_length_100063_cov_443.882_8429:7017))	PYRNUTRANSHYDROGEN-RXN	NAD(P) transhydrogenase	1.6.1.2	UniRef50_A0A087LN75	53.743	6.18e-116	373	78	STY4_bin_1_NODE_9_length_100063_cov_443.882	9869	8754	|PWY-5083|	good_blast	threshold	Subunit 1	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.6.1.2;http://identifiers.org/seed.reaction:rxn00083;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00083;http://identifiers.org/kegg.reaction:R00112;http://identifiers.org/bigg.reaction:NADTRHD;http://identifiers.org/bigg.reaction:NNOR;http://identifiers.org/biocyc:META:PYRNUTRANSHYDROGEN-RXN;http://identifiers.org/metanetx.reaction:MNXR101898	MNXR101898	rxn00083	R00112	NADTRHD;NNOR	PYRNUTRANSHYDROGEN-RXN	|PWY-5083|	NAD/NADH phosphorylation and dephosphorylation	true	87	1	0	0	PYRNUTRANSHYDROGEN-RXN PYRNUTRANSHYDROGEN-RXN PYRNUTRANSHYDROGEN-RXN NAD-KIN-RXN NADH-DEHYDROG-A-RXN NADH-KINASE-RXN
rxn00182_c0	L-glutamate:NAD+ oxidoreductase (deaminating)	-1000	rxn00182_Shan	"cpd00001[c0],cpd00003[c0],cpd00023[c0],cpd00004[c0],cpd00013[c0],cpd00024[c0],cpd00067[c0]"	"H2O[c0],NAD[c0],L-Glutamate[c0],NADH[c0],NH3[c0],2-Oxoglutarate[c0],H+[c0]"	"-1,-1,-1,1,1,1,1"	"1,1,1,1,1,1,1"	rxn00182	L-glutamate:NAD+ oxidoreductase (deaminating)	TRUE	-1000	1000	rxn00182_c0	((STY1_bin_1_NODE_680_length_11896_cov_19.1536_8308:3884 | STY2_bin_2_NODE_820_length_11351_cov_32.12_7692:3268 | STY3_bin_1_NODE_1076_length_9341_cov_141.82_1690:6114 | STY4_bin_1_NODE_1052_length_11532_cov_472.031_3833:8257) & (STY1_bin_1_NODE_680_length_11896_cov_19.1536_3845:2457 | STY1_bin_1_NODE_97_length_34764_cov_23.4034_15416:16693 | STY2_bin_2_NODE_17_length_65616_cov_40.1088_18614:17337 | STY2_bin_2_NODE_820_length_11351_cov_32.12_3229:1841 | STY3_bin_1_NODE_1076_length_9341_cov_141.82_6153:7541 | STY3_bin_1_NODE_83_length_34728_cov_147.61_19339:18062 | STY4_bin_1_NODE_1052_length_11532_cov_472.031_8296:9684 | STY4_bin_1_NODE_22_length_67542_cov_591.459_20555:19278)) | STY1_bin_1_NODE_39_length_59469_cov_18.2663_23263:18632 | STY2_bin_2_NODE_20_length_59484_cov_29.3548_23235:18604 | STY3_bin_1_NODE_41_length_46589_cov_131.048_23256:18625 | STY4_bin_1_NODE_4_length_120519_cov_465.846_55515:50884	GLUTDEHYD-RXN	glutamate dehydrogenase 2 (NADP-dependent)	1.4.1.4	sp|P09831|GLTB_ECOLI	55.286	0	1605	99	STY1_bin_1_NODE_680_length_11896_cov_19.1536	8308	3884	|GLUTSYNIII-PWY|	good_blast	full	Subunit 1	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.4.1.4;http://identifiers.org/seed.reaction:rxn00182;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00182;http://identifiers.org/kegg.reaction:R00243;http://identifiers.org/bigg.reaction:GDH;http://identifiers.org/bigg.reaction:GDH1;http://identifiers.org/bigg.reaction:GDHm;http://identifiers.org/bigg.reaction:GLUDxi;http://identifiers.org/biocyc:META:GLUTAMATE-DEHYDROGENASE-RXN;http://identifiers.org/metanetx.reaction:MNXR100085	MNXR100085	rxn00182	R00243	GDH;GDH1;GDHm;GLUDxi	GLUTAMATE-DEHYDROGENASE-RXN	|GLUTSYNIII-PWY|	L-glutamate biosynthesis III	true	100	0	0	0	GLUTDEHYD-RXN
rxn00248_c0	(S)-malate:NAD+ oxidoreductase	-1000	rxn00248_Shan	"cpd00003[c0],cpd00130[c0],cpd00004[c0],cpd00032[c0],cpd00067[c0]"	"NAD[c0],L-Malate[c0],NADH[c0],Oxaloacetate[c0],H+[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn00248	(S)-malate:NAD+ oxidoreductase	TRUE	-1000	1000	rxn00248_c0	STY1_bin_1_NODE_21_length_76331_cov_22.1833_43191:42217 | STY1_bin_1_NODE_4645_length_5503_cov_23.5066_1387:3648 | STY2_bin_2_NODE_132_length_29459_cov_35.3349_1375:3642 | STY2_bin_2_NODE_57_length_44299_cov_31.9822_32855:33829 | STY3_bin_1_NODE_167_length_22608_cov_124.224_7492:8466 | STY3_bin_1_NODE_8229_length_4128_cov_138.769_1368:3629 | STY4_bin_1_NODE_172_length_30412_cov_566.554_29027:26760 | STY4_bin_1_NODE_59_length_49303_cov_463.386_15810:14836	MALATE-DEH-RXN	malate dehydrogenase	1.1.1.37	UniRef90_A1WV94	65.231	4.54e-130	407	99	STY4_bin_1_NODE_59_length_49303_cov_463.386	15810	14836	|FERMENTATION-PWY|	good_blast	NA	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.1.1.37;http://identifiers.org/seed.reaction:rxn00248;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00248;http://identifiers.org/kegg.reaction:R00342;http://identifiers.org/bigg.reaction:MDH;http://identifiers.org/bigg.reaction:MDHf;http://identifiers.org/bigg.reaction:MDHh;http://identifiers.org/bigg.reaction:MDHi2;http://identifiers.org/bigg.reaction:MDHm;http://identifiers.org/bigg.reaction:MDHm_1;http://identifiers.org/bigg.reaction:MDHp;http://identifiers.org/bigg.reaction:MDHx;http://identifiers.org/biocyc:META:MALATE-DEH-RXN;http://identifiers.org/metanetx.reaction:MNXR101439	MNXR101439	rxn00248	R00342	MDH;MDHf;MDHh;MDHi2;MDHm;MDHm_1;MDHp;MDHx	MALATE-DEH-RXN	|FERMENTATION-PWY|	mixed acid fermentation	false	77	0	0	0	PHOSACETYLTRANS-RXN ACETALD-DEHYDROG-RXN ALCOHOL-DEHYDROG-RXN PEPDEPHOS-RXN DLACTDEHYDROGNAD-RXN FUMHYDR-RXN PEPCARBOX-RXN R601-RXN CITSYN-RXN CITSYN-RXN ACONITATEDEHYDR-RXN ACONITATEHYDR-RXN ISOCITDEH-RXN MALATE-DEH-RXN
rxn00278_c0	L-Alanine:NAD+ oxidoreductase (deaminating)	498.067246114542	rxn00278_Shan	"cpd00001[c0],cpd00003[c0],cpd00035[c0],cpd00004[c0],cpd00013[c0],cpd00020[c0],cpd00067[c0]"	"H2O[c0],NAD[c0],L-Alanine[c0],NADH[c0],NH3[c0],Pyruvate[c0],H+[c0]"	"-1,-1,-1,1,1,1,1"	"1,1,1,1,1,1,1"	rxn00278	L-Alanine:NAD+ oxidoreductase (deaminating)	FALSE	0	1000	rxn00278_c0	STY1_bin_1_NODE_13_length_102798_cov_19.4395_92944:94074 | STY1_bin_1_NODE_21_length_76331_cov_22.1833_24756:23665 | STY2_bin_2_NODE_179_length_24895_cov_31.0939_127:1218 | STY2_bin_2_NODE_589_length_13182_cov_28.7194_3335:4465 | STY3_bin_1_NODE_118_length_27741_cov_141.156_2878:3969 | STY3_bin_1_NODE_448_length_13136_cov_133.985_10434:9304 | STY4_bin_1_NODE_252_length_25040_cov_564.091_24871:23780 | STY4_bin_1_NODE_9_length_100063_cov_443.882_9869:8739	ALANINE-DEHYDROGENASE-RXN	L-alanine dehydrogenase	1.4.1.1	UniRef90_E1V931	58.516	8.27e-127	400	98	STY1_bin_1_NODE_21_length_76331_cov_22.1833	24756	23665	|PWY1-2|	good_blast	full	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.4.1.1;http://identifiers.org/seed.reaction:rxn00278;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00278;http://identifiers.org/kegg.reaction:R00396;http://identifiers.org/bigg.reaction:ALAD_L;http://identifiers.org/bigg.reaction:ALAD_syn;http://identifiers.org/biocyc:META:ALANINE-DEHYDROGENASE-RXN;http://identifiers.org/metanetx.reaction:MNXR95687	MNXR95687	rxn00278	R00396	ALAD_L;ALAD_syn	ALANINE-DEHYDROGENASE-RXN	|PWY1-2|	L-alanine degradation IV	true	100	0	0	0	ALANINE-DEHYDROGENASE-RXN
rxn00506_c0	Acetaldehyde:NAD+ oxidoreductase	1.13686837721616e-13	rxn00506_Shan	"cpd00001[c0],cpd00003[c0],cpd00071[c0],cpd00004[c0],cpd00029[c0],cpd00067[c0]"	"H2O[c0],NAD[c0],Acetaldehyde[c0],NADH[c0],Acetate[c0],H+[c0]"	"-1,-1,-1,1,1,2"	"1,1,1,1,1,1"	rxn00506	Acetaldehyde:NAD+ oxidoreductase	FALSE	0	1000	rxn00506_c0	STY1_bin_1_NODE_162_length_26522_cov_21.4399_12693:11245 | STY1_bin_1_NODE_21_length_76331_cov_22.1833_54549:51574 | STY1_bin_1_NODE_391_length_15900_cov_20.8451_8982:7534 | STY2_bin_2_NODE_155_length_26797_cov_38.2147_14535:15983 | STY2_bin_2_NODE_539_length_13750_cov_35.6296_6402:7850 | STY2_bin_2_NODE_57_length_44299_cov_31.9822_20157:23132 | STY3_bin_1_NODE_1789_length_7634_cov_139.097_2577:1129 | STY3_bin_1_NODE_632_length_11389_cov_130.119_4767:3319 | STY3_bin_1_NODE_737_length_10747_cov_130.66_3174:199 | STY4_bin_1_NODE_113_length_35536_cov_470.036_9297:10745 | STY4_bin_1_NODE_11_length_92275_cov_574.104_9687:8239 | STY4_bin_1_NODE_43_length_53747_cov_521.283_9484:7967 | STY4_bin_1_NODE_59_length_49303_cov_463.386_28506:25531	RXN66-3	acetaldehyde dehydrogenase	1.2.1.3	UniRef90_O34660	39.203	4.41e-96	317	96	STY2_bin_2_NODE_155_length_26797_cov_38.2147	14556	15983	|PWY66-161|	good_blast	NA	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.2.1.3;http://identifiers.org/seed.reaction:rxn00506;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00506;http://identifiers.org/kegg.reaction:R00710;http://identifiers.org/bigg.reaction:ALDD2x;http://identifiers.org/bigg.reaction:ALDD2xm;http://identifiers.org/biocyc:META:RXN66-3;http://identifiers.org/metanetx.reaction:MNXR95749	MNXR95749	rxn00506	R00710	ALDD2x;ALDD2xm	RXN66-3	|PWY66-161|	ethanol degradation III	false	66	0	1	0	RXN66-3 ACETATE--COA-LIGASE-RXN
rxn00510_c0	N6-(L-1,3-Dicarboxypropyl)-L-lysine:NAD+ oxidoreductase (L-lysine-forming)	-999.911786535577	rxn00510_Shan	"cpd00001[c0],cpd00003[c0],cpd00351[c0],cpd00004[c0],cpd00024[c0],cpd00039[c0],cpd00067[c0]"	"H2O[c0],NAD[c0],Saccharopine[c0],NADH[c0],2-Oxoglutarate[c0],L-Lysine[c0],H+[c0]"	"-1,-1,-1,1,1,1,1"	"1,1,1,1,1,1,1"	rxn00510	N6-(L-1,3-Dicarboxypropyl)-L-lysine:NAD+ oxidoreductase (L-lysine-forming)	TRUE	-1000	1000	rxn00510_c0	STY1_bin_1_NODE_21_length_76331_cov_22.1833_24762:23656 | STY2_bin_2_NODE_179_length_24895_cov_31.0939_121:1227 | STY3_bin_1_NODE_118_length_27741_cov_141.156_2872:3978 | STY4_bin_1_NODE_252_length_25040_cov_564.091_24877:23771	1.5.1.7-RXN	saccharopine dehydrogenase (NAD+, L-lysine-forming)	1.5.1.7	UniRef50_A0A3D4YGT6	37.255	3.23e-60	208	95	STY3_bin_1_NODE_118_length_27741_cov_141.156	2872	3939	|LYSINE-AMINOAD-PWY|	good_blast	NA	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.5.1.7;http://identifiers.org/seed.reaction:rxn00510;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00510;http://identifiers.org/kegg.reaction:R00715;http://identifiers.org/bigg.reaction:SACCD2;http://identifiers.org/biocyc:META:1.5.1.7-RXN;http://identifiers.org/metanetx.reaction:MNXR104237	MNXR104237	rxn00510	R00715	SACCD2	1.5.1.7-RXN	|LYSINE-AMINOAD-PWY|	L-lysine biosynthesis IV	false	77	2	1	0	1.5.1.7-RXN HOMOCITRATE-SYNTHASE-RXN 2-AMINOADIPATE-AMINOTRANSFERASE-RXN RXN-7970 RXN-7970
rxn00512_c0	Glycolate:NAD+ oxidoreductase	1000	rxn00512_Shan	"cpd00003[c0],cpd00139[c0],cpd00004[c0],cpd00040[c0],cpd00067[c0]"	"NAD[c0],Glycolate[c0],NADH[c0],Glyoxalate[c0],H+[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn00512	Glycolate:NAD+ oxidoreductase	FALSE	0	1000	rxn00512_c0	STY1_bin_1_NODE_110_length_32792_cov_19.5829_1173:265 | STY1_bin_1_NODE_39_length_59469_cov_18.2663_41796:42710 | STY2_bin_2_NODE_14_length_71405_cov_33.0306_32855:33751 | STY2_bin_2_NODE_20_length_59484_cov_29.3548_39625:40395 | STY3_bin_1_NODE_329_length_15267_cov_146.994_2908:1985 | STY3_bin_1_NODE_41_length_46589_cov_131.048_39508:40422 | STY3_bin_1_NODE_662_length_11154_cov_139.934_10246:11142 | STY3_bin_1_NODE_932_length_9822_cov_129.565_2918:3760 | STY4_bin_1_NODE_2_length_187527_cov_473.197_33002:33898 | STY4_bin_1_NODE_4_length_120519_cov_465.846_71767:72681	rxn00324	Glyoxylate reductase	1.1.1.26	UniRef50_A0A380QW88	43.463	6.29e-80	263	88	STY3_bin_1_NODE_932_length_9822_cov_129.565	2918	3760	seed.pwy72	bad_blast	threshold	NA	1	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.1.1.26;http://identifiers.org/seed.reaction:rxn00512;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00512;http://identifiers.org/kegg.reaction:R00717;http://identifiers.org/bigg.reaction:GLYCLTDx;http://identifiers.org/bigg.reaction:GLYCTO_syn;http://identifiers.org/biocyc:META:GLYCOLATE-REDUCTASE-RXN;http://identifiers.org/metanetx.reaction:MNXR100331	MNXR100331	rxn00512	R00717	GLYCLTDx;GLYCTO_syn	GLYCOLATE-REDUCTASE-RXN	seed.pwy72	Glycolate, glyoxylate interconversions	true	81	0	0	0	rxn01053 rxn00979 rxn08655 rxn08655 rxn00333 rxn00333 rxn00324 rxn00330 rxn00980
rxn00543_c0	ethanol:NAD+ oxidoreductase	-1000	rxn00543_Shan	"cpd00003[c0],cpd00363[c0],cpd00004[c0],cpd00067[c0],cpd00071[c0]"	"NAD[c0],Ethanol[c0],NADH[c0],H+[c0],Acetaldehyde[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn00543	ethanol:NAD+ oxidoreductase	TRUE	-1000	1000	rxn00543_c0	STY1_bin_1_NODE_97_length_34764_cov_23.4034_201:1307 | STY2_bin_2_NODE_17_length_65616_cov_40.1088_33813:32707 | STY3_bin_1_NODE_83_length_34728_cov_147.61_34545:33439 | STY4_bin_1_NODE_22_length_67542_cov_591.459_35769:34663	ALCOHOL-DEHYDROG-RXN	alcohol dehydrogenase	1.1.1.1	UniRef90_P72324	72.606	2.66e-174	536	100	STY4_bin_1_NODE_22_length_67542_cov_591.459	35769	34663	|ETOH-ACETYLCOA-ANA-PWY|	good_blast	full	NA	1	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.1.1.1;http://identifiers.org/seed.reaction:rxn00543;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00543;http://identifiers.org/kegg.reaction:R00754;http://identifiers.org/bigg.reaction:ALCD2ir;http://identifiers.org/bigg.reaction:ALCD2irm;http://identifiers.org/bigg.reaction:ALCD2m;http://identifiers.org/bigg.reaction:ALCD2x;http://identifiers.org/biocyc:META:ALCOHOL-DEHYDROG-RXN;http://identifiers.org/metanetx.reaction:MNXR95725	MNXR95725	rxn00543	R00754	ALCD2ir;ALCD2irm;ALCD2m;ALCD2x	ALCOHOL-DEHYDROG-RXN	|ETOH-ACETYLCOA-ANA-PWY|	ethanol degradation I	true	100	0	1	1	ALCOHOL-DEHYDROG-RXN ACETALD-DEHYDROG-RXN
rxn00611_c0	sn-Glycerol-3-phosphate:NAD+ 2-oxidoreductase	-0.0507156836661086	rxn00611_Shan	"cpd00003[c0],cpd00080[c0],cpd00004[c0],cpd00067[c0],cpd00095[c0]"	"NAD[c0],Glycerol-3-phosphate[c0],NADH[c0],H+[c0],Glycerone-phosphate[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn00611	sn-Glycerol-3-phosphate:NAD+ 2-oxidoreductase	TRUE	-1000	0	rxn00611_c0	STY1_bin_1_NODE_1211_length_9432_cov_20.2969_2894:3898 | STY2_bin_2_NODE_1281_length_9456_cov_38.5229_6442:5438 | STY3_bin_1_NODE_932_length_9822_cov_129.565_6902:5898 | STY4_bin_1_NODE_1723_length_9493_cov_508.742_3051:4055	GLYC3PDEHYDROGBIOSYN-RXN	glycerol-3-phosphate dehydrogenase	1.1.1.94	UniRef90_A1S1L9	47.478	3.74e-84	276	97	STY4_bin_1_NODE_1723_length_9493_cov_508.742	3051	4055	|PWY0-1319|	good_blast	NA	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.1.1.94;http://identifiers.org/seed.reaction:rxn00611;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00611;http://identifiers.org/kegg.reaction:R00842;http://identifiers.org/bigg.reaction:G3PD1;http://identifiers.org/bigg.reaction:G3PD1_1;http://identifiers.org/bigg.reaction:G3PD1ir;http://identifiers.org/bigg.reaction:G3PD1irm;http://identifiers.org/bigg.reaction:r0202;http://identifiers.org/biocyc:META:1.1.1.8-RXN;http://identifiers.org/metanetx.reaction:MNXR99876	MNXR99876	rxn00611	R00842	G3PD1;G3PD1_1;G3PD1ir;G3PD1irm;r0202	1.1.1.8-RXN	|PWY0-1319|	CDP-diacylglycerol biosynthesis II	false	50	0	0	0	GLYC3PDEHYDROGBIOSYN-RXN RXN-10462
